villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
585300,Thatibanda,,585300,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587828,Thatipaka,,587828,4937,Razole,,04937,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586952,Thatipaka Jagan Nadha Nagaram,,586952,4889,Kotananduru,,04889,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584946,Thatipalem,,584946,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592020,Thatipalle,,592020,5175,Rapur,,05175,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586610,Thatiwada,,586610,4885,Devipatnam,,04885,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594877,Thatrakal,,594877,5316,Vajrakarur,,05316,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579296,Thatukur,,579296,4734,Velairpadu,,04734,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586320,Theeda,,586320,4876,Kasimkota,,04876,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596750,Theertham,,596750,5423,Baireddipalle,,05423,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593186,Theliki,,593186,5217,Simhadripuram,,05217,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580175,Themburu,,580175,4773,Pathapatnam,,04773,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596135,Theneegalavaripalle,,596135,5392,Madanapalle,,05392,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596471,Thenepalle,,596471,5410,Puthalapattu,,05410,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582578,Therlam,,582578,4821,Therlam,,04821,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596767,Thimmaiahgaripalle,,596767,5423,Baireddipalle,,05423,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593601,Thimmamambapuram,,593601,5244,Penagalur,,05244,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592313,Thimmanagunta,,592313,5186,Dakkili,,05186,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591184,Thimma Puram,,591184,5133,Giddalur,,05133,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593586,Thimmarajupalle,,593586,5243,Nandalur,,05243,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586370,Thimmarajupeta,,586370,4877,Munagapaka,,04877,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591041,Thimmasamudram,,591041,5126,Naguluppala Padu,,05126,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590078,Thimmayapalem,,590078,5062,Vinukonda,,05062,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590816,Thimmaya Palem,,590816,5114,Darsi,,05114,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593288,Thippaluru,,593288,5223,Yerraguntla,,05223,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596465,Thippanapalle,,596465,5410,Puthalapattu,,05410,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590856,Thippaya Palem,,590856,5115,Markapuram,మార్కాపురం,05115,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593670,Thippayapalle,,593670,5247,Pullampeta,,05247,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593600,Thirunampalle,,593600,5244,Penagalur,,05244,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596277,Thiruvatyam,,596277,5400,Narayanavanam,,05400,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581784,Thodumu,,581784,4807,Komarada,,04807,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581405,Thogaragam,,581405,4798,Amadalavalasa,,04798,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595144,Thogarakunta,,595144,5335,Kanaganipalli,కనగానపల్లి,05335,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580949,Thogiri,,580949,4788,Saravakota,,04788,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588466,Thokalapalle,,588466,4968,Nidamarru,,04968,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581575,Tholapi,,581575,4803,Ponduru,,04803,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588719,Tholeru,,588719,4983,Veeravasaram,,04983,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593333,Thollaganganapalle,,593333,5225,Vallur,,05225,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588925,Tholukodu,,588925,4995,Mylavaram,,04995,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592893,Thondaladinne,,592893,5202,Rajupalem,,05202,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595961,Thondambattu,,595961,5381,Varadaiahpalem,,05381,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587317,Thondangi,,587317,4901,Thondangi,,04901,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579316,Thondipaka,,579316,4735,Kukunoor,,04735,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594964,Thopudurthi,,594964,5322,Atmakur,,05322,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588869,Thotacherla,,588869,4992,Penuganchiprolu,,04992,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581409,Thotada,,581409,4798,Amadalavalasa,,04798,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581419,Thotada,,581419,4799,Narasannapeta,,04799,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586365,Thotada,,586365,4877,Munagapaka,,04877,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580555,Thotapalle,,580555,4781,Vajrapukotturu,వజ్రపుకొత్తూరు,04781,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579085,Thottimadugu,,579085,6063,Yetapaka,,00000,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581195,Thuddali,,581195,4794,Burja,,04794,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581512,Thulugu,,581512,4801,Gara,,04801,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584494,Thumbaguda,,584494,4846,Hukumpeta,,04846,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597013,Thumba Kuppam,,597013,5429,Bangarupalem,,05429,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590966,Thummagunta,,590966,5120,Podili,,05120,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595241,Thummalabylu,,595241,5342,Gandlapenta,,05342,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589873,Thummalacheruvu,,589873,5047,Piduguralla,,05047,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593113,Thummalapadu,,593113,5213,Chapad,,05213,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596128,Thummanamgutta,,596128,5391,Beerongi Kothakota,బీరంగి కొత్తకోట,05391,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590809,Thummedalapadu,,590809,5114,Darsi,,05114,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592628,Thummur (R),,592628,5194,Naidupet,,05194,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579019,Thunikicheruvu,,579019,6063,Yetapaka,,00000,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583750,Thurakalavalasa,,583750,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591868,Thurimerla,,591868,5166,Dagadarthi,,05166,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591693,Thurpu- Jangalapalle,,591693,5156,Kondapuram,,05156,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588772,Thurputallu,,588772,4987,Narasapuram,,04987,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590755,Thurpu Thakkella Padu,,590755,5111,J.Pangulur,J.Pangulur,05111,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588659,Thurupuvipparru,,588659,4979,Iragavaram,,04979,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583888,Thutangi,,583888,4843,Dumbriguda,,04843,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581082,Tilaru,,581082,4791,Kotabommali,,04791,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583278,Tillaypada,,583278,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
912419,Tipparaju Palem,,000000,4923,Kajuluru,,04923,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591491,Tiragandla Dinne,,591491,5146,Pamur,,05146,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587155,Tirugatirallu,,587155,4895,Rampachodavaram,,04895,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596010,Tirumala (Ct),,596010,5383,Tirupati (Urban),,05383,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595293,Tirumaladevarapalle,,595293,5346,Kothacheruvu,,05346,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587991,Tirumaladevipeta,,587991,4946,T.Narasapuram,,04946,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588223,Tirumalampalem,,588223,4955,Dwarakatirumala,,04955,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588185,Tirumalapuram,,588185,4953,Jangareddigudem,,04953,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579297,Tirumalapuram,,579297,4734,Velairpadu,,04734,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587345,Tirupati,,587345,4903,Peddapuram,,04903,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588549,Tirupatipuram,,588549,4973,Attili,,04973,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596388,Tiruvengamambapuram,,596388,5406,Nagari,,05406,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579978,Titukupai,,579978,4770,Seethampeta,,04770,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584795,Tiyyagedda,,584795,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586827,Tiyyamamidi,,586827,4887,Addateegala,,04887,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589782,T.Kothapalem,,589782,5038,Nagayalanka,,05038,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
912424,T. Mamidada,,000000,4923,Kajuluru,,04923,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593392,Tokkolu,,593392,5229,Sidhout,,05229,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584125,Tokuru,,584125,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580979,Tolusurupalle,,580979,4789,Tekkali,,04789,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588848,Torraguntapalem,,588848,4991,Jaggaiahpeta,జగ్గయ్యపేట,04991,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587394,Torredu,,587394,4907,Rajamahendravaram Rural,Rajamahendravaram Rural,04907,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580644,Totada,,580644,4782,Nandigam,,04782,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583332,Totagondiputtu,,583332,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586757,Totakurapalem,,586757,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585108,Totamamidi,,585108,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585306,Totamamidi,,585306,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583994,Totavalasa,,583994,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579065,Tripura Penta Veedu,,579065,6063,Yetapaka,,00000,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594149,T Sakibanda,,594149,5273,Halaharvi,,05273,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593514,T Sundupalle,,593514,5238,T.Sundupalle,T.Sundupalle,05238,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594445,Tuggali,,594445,5293,Tuggali,,05293,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579215,Tulugonda,,579215,4732,Chinturu,Chinturu,04732,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586654,Tulusuru,,586654,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580761,Tumarada,,580761,4784,Palakonda,,04784,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582491,Tumaravilli,,582491,4818,Pachipenta,,04818,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586781,Tumikelapadu,,586781,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584773,Tummalapalem,,584773,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589204,Tummalapalem,,589204,5009,Ibrahimpatnam,,05009,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590260,Tummapudi,,590260,5076,Duggirala,,05076,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583455,Tumulapanasa,,583455,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580701,Tungatampara,,580701,4783,Hiramandalam,,04783,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582085,Turakanaiduvalasa,,582085,4810,Jiyyammavalasa,,04810,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581165,Turakapeta (Moola Sowlapuram),,581165,4793,Sarubujjili,,04793,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580512,Turakasasanam,,580512,4780,Sompeta,,04780,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
909979,Turangi,,000000,4913,Kakinada (Rural),,04913,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585342,Turebongalu,,585342,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591365,Turupunaidupalem,,591365,5141,Tangutur,,05141,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589257,Tuttagunta,,589257,5013,Unguturu,,05013,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584658,Ubbediputtu,,584658,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594740,Ubicherla,,594740,5310,Gooty,,05310,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592069,Uchapalle,,592069,5176,Podalakur,,05176,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595708,Udayamanikyam,,595708,5374,Yerravaripalem,,05374,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595709,Udayamanikyam Agraharam,,595709,5374,Yerravaripalem,,05374,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581955,Udayapuram,,581955,4809,Kurupam,,04809,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580561,Uddanam Gopinadhapuram,,580561,4781,Vajrapukotturu,వజ్రపుకొత్తూరు,04781,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580556,Uddanamkurmanadhapuram,,580556,4781,Vajrapukotturu,వజ్రపుకొత్తూరు,04781,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580625,Uddandabartupuram,,580625,4782,Nandigam,,04782,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594965,Udiripikonda,,594965,5323,Kudair,,05323,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594309,Udumalpuram (R) (Part),,594309,7425,Nandyal Urban,Nandyal Urban,00000,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
931727,Udumudi,Udumudi,000000,4929,K Gangavaram,,04929,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589618,Ulavalapudi,,589618,5029,Gudlavalleru,,05029,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581749,Uligesu,,581749,4807,Komarada,,04807,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593898,Ulindakonda,,593898,5258,Kallur,,05258,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585565,Ulligunta,,585565,4851,Koyyuru,,04851,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581338,Ullivalasa,,581338,4797,Ganguvarisigadam,,04797,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591278,Umamaheswarapuram,,591278,5136,Kanigiri,,05136,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588941,Ummadidevarapalle,,588941,4996,Gampalagudem,,04996,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588288,Unagatla,,588288,4959,Chagallu,,04959,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588524,Undrajavaram,,588524,4970,Undrajavaram,,04970,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587444,Unduru,,587444,4910,Samalkota,,04910,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594403,Ungaranigundla,,594403,5289,Dhone,,05289,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588340,Unguturu,,588340,4962,Unguturu,,04962,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588607,Unudurru,,588607,4976,Undi,,04976,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590157,Uppalapadu,,590157,5067,Narasaraopet,,05067,751,Palnadu,Palnadu,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590255,Uppalapadu,,590255,5075,Pedakakani,,05075,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592962,Uppalur,,592962,5206,Sri Avadhutha Kasinayana,,05206,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587735,Uppangala,,587735,4930,Tallarevu,Tallarevu,04930,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593128,Upparapalle,,593128,5214,Proddutur,ప్రొద్దుటూరు,05214,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588461,Uppugudem,,588461,4967,Denduluru,,04967,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590726,Upputur,,590726,5108,Parchur,,05108,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595852,Uranduru,,595852,5378,Srikalahasti,,05378,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596945,Urinayanipalle,,596945,5427,Kuppam,,05427,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589624,Urivi,,589624,5030,Pedana,,05030,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587948,Urlagudem,,587948,4944,Chintalapudi,,04944,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586936,Urlakulapadu,,586936,4888,Rajavommangi,,04888,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
